metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),fitness,confidence_threshold,iou_threshold
0.9837159606620359,0.9709961163323845,0.9890783708234413,0.8870815887222424,0.8870815887222424,0.05,0.45
0.9837159606620359,0.9709961163323845,0.9890697519463311,0.8870425599212448,0.8870425599212448,0.05,0.5
0.9837159606620359,0.9709961163323845,0.9890214047300727,0.8869285085198098,0.8869285085198098,0.05,0.55
0.9837159606620359,0.9709961163323845,0.9894398535334389,0.8868718676968728,0.8868718676968728,0.05,0.6
0.9831441907101331,0.9709961163323845,0.9894457947873935,0.8868440878357902,0.8868440878357902,0.05,0.65
0.9831441907101331,0.9709961163323845,0.9895893085238647,0.8870700732840164,0.8870700732840164,0.05,0.7
0.9837159606620359,0.9709961163323845,0.9890043015058003,0.887575830045326,0.887575830045326,0.06,0.45
0.9837159606620359,0.9709961163323845,0.98899269458088,0.8875218872507615,0.8875218872507615,0.06,0.5
0.9837159606620359,0.9709961163323845,0.9889667550903457,0.8875000544265411,0.8875000544265411,0.06,0.55
0.9837159606620359,0.9709961163323845,0.9893691759866916,0.8874554455604542,0.8874554455604542,0.06,0.6
0.9831441907101331,0.9709961163323845,0.9891622075186782,0.8872950466577871,0.8872950466577871,0.06,0.65
0.9831441907101331,0.9709961163323845,0.989285829401327,0.8876121303326878,0.8876121303326878,0.06,0.7
0.9837159606620359,0.9709961163323845,0.9888544226102569,0.887770357125205,0.887770357125205,0.07,0.45
0.9837159606620359,0.9709961163323845,0.9888487218808146,0.8877424555523451,0.8877424555523451,0.07,0.5
0.9837159606620359,0.9709961163323845,0.9888345223986386,0.8877730516533957,0.8877730516533957,0.07,0.55
0.9837159606620359,0.9709961163323845,0.989217838506031,0.8877495552199258,0.8877495552199258,0.07,0.6
0.9831441907101331,0.9709961163323845,0.9890275431984433,0.8875880043850832,0.8875880043850832,0.07,0.65
0.9831441907101331,0.9709961163323845,0.9891357530568176,0.8878810629143281,0.8878810629143281,0.07,0.7
0.9837159606620359,0.9709961163323845,0.9885500899822214,0.8879443430895773,0.8879443430895773,0.08,0.45
0.9837159606620359,0.9709961163323845,0.9885500899822214,0.8879443430895773,0.8879443430895773,0.08,0.5
0.9837159606620359,0.9709961163323845,0.9885392317853914,0.8879966649620586,0.8879966649620586,0.08,0.55
0.9837159606620359,0.9709961163323845,0.9887028514269873,0.8879789973186825,0.8879789973186825,0.08,0.6
0.9831441907101331,0.9709961163323845,0.9887317588468879,0.8878785395317953,0.8878785395317953,0.08,0.65
0.9831441907101331,0.9709961163323845,0.9886386163575392,0.8879749225554633,0.8879749225554633,0.08,0.7
0.9837159606620359,0.9709961163323845,0.9884406171785152,0.888214918239455,0.888214918239455,0.09,0.45
0.9837159606620359,0.9709961163323845,0.9884406171785152,0.888214918239455,0.888214918239455,0.09,0.5
0.9837159606620359,0.9709961163323845,0.9884325580192507,0.8881714986223315,0.8881714986223315,0.09,0.55
0.9837159606620359,0.9709961163323845,0.9885846489011781,0.8881488849429713,0.8881488849429713,0.09,0.6
0.9831441907101331,0.9709961163323845,0.988622056011625,0.8880796795728442,0.8880796795728442,0.09,0.65
0.9831441907101331,0.9709961163323845,0.9885320139486784,0.8882729701066922,0.8882729701066922,0.09,0.7
0.9837159606620359,0.9709961163323845,0.988464951398466,0.8883460215566364,0.8883460215566364,0.1,0.45
0.9837159606620359,0.9709961163323845,0.988464951398466,0.8883460215566364,0.8883460215566364,0.1,0.5
0.9837159606620359,0.9709961163323845,0.988464951398466,0.8883460215566364,0.8883460215566364,0.1,0.55
0.9837159606620359,0.9709961163323845,0.9886178203572286,0.8883225044359111,0.8883225044359111,0.1,0.6
0.9831441907101331,0.9709961163323845,0.9886577426298336,0.8882603006613863,0.8882603006613863,0.1,0.65
0.9831441907101331,0.9709961163323845,0.9885670981058948,0.8884469844609345,0.8884469844609345,0.1,0.7
0.9837159606620359,0.9709961163323845,0.9883710261488389,0.8884568791653592,0.8884568791653592,0.12,0.45
0.9837159606620359,0.9709961163323845,0.9883710261488389,0.8884568791653592,0.8884568791653592,0.12,0.5
0.9837159606620359,0.9709961163323845,0.9883710261488389,0.8884568791653592,0.8884568791653592,0.12,0.55
0.9837159606620359,0.9709961163323845,0.9885187598446991,0.8884422850760763,0.8884422850760763,0.12,0.6
0.9831441907101331,0.9709961163323845,0.9885615360891764,0.8883899814563323,0.8883899814563323,0.12,0.65
0.9831441907101331,0.9709961163323845,0.9884792503682587,0.8886230024611846,0.8886230024611846,0.12,0.7
